sampleID,antigen,FMedian,replicate
J0120,PF3D7_1401600(PHISTB),9720,1
J0120,PF3D7-1137300,4887,1
J0120,PF3D7_0830500,3034,1
J0120,PF3D7_1462300,3133,1
J0120,PF3D7_1229300,6946,1
J0120,PF3D7_1237900,1672,1
J0120,PF3D7_1252300,1630,1
J0120,PF3D7_0629500_SEG1,7045,1
J0120,PF3D7_1401600(PHISTB),10219,2
J0120,PF3D7-1137300,5907,2
J0120,PF3D7_0830500,3038,2
J0120,PF3D7_1462300,3101,2
J0120,PF3D7_1229300,7624,2
J0120,PF3D7_1237900,1713,2
J0120,PF3D7_1252300,1870,2
J0120,PF3D7_0629500_SEG1,7520,2
J0120,PF3D7_1401600(PHISTB),8740,3
J0120,PF3D7-1137300,4448,3
J0120,PF3D7_0830500,3971,3
J0120,PF3D7_1462300,2738,3
J0120,PF3D7_1229300,7705,3
J0120,PF3D7_1237900,1499,3
J0120,PF3D7_1252300,1774,3
J0120,PF3D7_0629500_SEG1,6079,3
J0120,MSP1Block2PaloAltorepeat,4732,1
J0120,MSP1Block23D7full,4934,1
J0120,MSP1Block2MAD20repeat,3470,1
J0120,MSP2CHO,14584,1
J0120,MBP,11843,1
J0120,MSP2DD2,65535,1
J0120,MSP33D7,3573,1
J0120,MSP1Block17,33769,1
J0120,MSP1Block2PaloAltorepeat,4932,2
J0120,MSP1Block23D7full,5393,2
J0120,MSP1Block2MAD20repeat,3549,2
J0120,MSP2CHO,14216,2
J0120,MBP,12200,2
J0120,MSP2DD2,65535,2
J0120,MSP33D7,3569,2
J0120,MSP1Block17,34846,2
J0120,MSP1Block2PaloAltorepeat,4045,3
J0120,MSP1Block23D7full,4028,3
J0120,MSP1Block2MAD20repeat,4425,3
J0120,MSP2CHO,12617,3
J0120,MBP,12206,3
J0120,MSP2DD2,65535,3
J0120,MSP33D7,3688,3
J0120,MSP1Block17,33458,3
J0120,Surfin4.2K1A,3820,1
J0120,Surfin4.23D7A,14491,1
J0120,MSPDBL2N-terminal,16568,1
J0120,MSP1Block2R033,14296,1
J0120,MSPDBL2C-terminal,19391,1
J0120,Surfin4.23D7B,5065,1
