sampleID,sample_array_ID,antigen,FMedian,BGMedian,FMedianBG_correct,Block,Column,Row,replicate,iden
533,1,PF3D7_0830500,57448,11290,46158,2,3,15,3,KK2-17_first
533,1,PF3D7_1462300,40088,10573,29515,2,4,15,3,KK2-17_first
533,1,PF3D7_1229300,65535,10652,54883,2,5,15,3,KK2-17_first
533,1,PF3D7_1237900,12086,11185,901,2,6,15,3,KK2-17_first
533,1,PF3D7_1252300,11259,11215,44,2,7,15,3,KK2-17_first
533,1,PF3D7_0629500_SEG1,51977,12171,39806,2,8,15,3,KK2-17_first
533,1,MSP1Block2PaloAltorepeat,65535,15945,49590,2,1,16,1,KK2-17_first
533,1,MSP1Block23D7full,65535,23104,42431,2,2,16,1,KK2-17_first
533,1,MSP1Block2MAD20repeat,65535,15188,50347,2,3,16,1,KK2-17_first
533,1,MSP2CHO,65535,13535,52000,2,4,16,1,KK2-17_first
533,1,MBP,65535,15203,50332,2,5,16,1,KK2-17_first
533,1,MSP2DD2,65535,20812,44723,2,6,16,1,KK2-17_first
533,1,MSP33D7,65535,14587,50948,2,7,16,1,KK2-17_first
533,1,MSP1Block17,65535,12981,52554,2,8,16,1,KK2-17_first
533,1,MSP1Block2PaloAltorepeat,65535,19715,45820,2,1,17,2,KK2-17_first
533,1,MSP1Block23D7full,65535,28765,36770,2,2,17,2,KK2-17_first
533,1,MSP1Block2MAD20repeat,18599,18488,111,2,3,17,2,KK2-17_first
533,1,MSP2CHO,65535,14641,50894,2,4,17,2,KK2-17_first
533,1,MBP,65535,17399,48136,2,5,17,2,KK2-17_first
533,1,MSP2DD2,65535,27665,37870,2,6,17,2,KK2-17_first
533,1,MSP33D7,65535,18845,46690,2,7,17,2,KK2-17_first
533,1,MSP1Block17,65535,14029,51506,2,8,17,2,KK2-17_first
533,1,MSP1Block2PaloAltorepeat,65535,18688,46847,2,1,18,3,KK2-17_first
533,1,MSP1Block23D7full,65535,28745,36790,2,2,18,3,KK2-17_first
533,1,MSP1Block2MAD20repeat,18329,16750,1579,2,3,18,3,KK2-17_first
533,1,MSP2CHO,65535,14089,51446,2,4,18,3,KK2-17_first
533,1,MBP,65535,16543,48992,2,5,18,3,KK2-17_first
533,1,MSP2DD2,65535,26480,39055,2,6,18,3,KK2-17_first
533,1,MSP33D7,65535,18961,46574,2,7,18,3,KK2-17_first
533,1,MSP1Block17,65535,14322,51213,2,8,18,3,KK2-17_first
533,1,Surfin4.2K1A,59083,13345,45738,2,1,19,1,KK2-17_first
533,1,Surfin4.23D7A,65535,15389,50146,2,2,19,1,KK2-17_first
533,1,MSPDBL2N-terminal,65535,12767,52768,2,3,19,1,KK2-17_first
533,1,MSP1Block2R033,65535,12105,53430,2,4,19,1,KK2-17_first
533,1,MSPDBL2C-terminal,65535,12628,52907,2,5,19,1,KK2-17_first
533,1,Surfin4.23D7B,21470,13858,7612,2,6,19,1,KK2-17_first
533,1,MSP1Block23D7repeat,65535,13862,51673,2,7,19,1,KK2-17_first
533,1,MSP1Block2Wellcomerepeat,65535,13376,52159,2,8,19,1,KK2-17_first
533,1,Surfin4.2K1A,65535,11383,54152,2,1,20,2,KK2-17_first
533,1,Surfin4.23D7A,65535,11364,54171,2,2,20,2,KK2-17_first
533,1,MSPDBL2N-terminal,65535,11551,53984,2,3,20,2,KK2-17_first
533,1,MSP1Block2R033,65535,11379,54156,2,4,20,2,KK2-17_first
533,1,MSPDBL2C-terminal,65535,11093,54442,2,5,20,2,KK2-17_first
533,1,Surfin4.23D7B,23531,11341,12190,2,6,20,2,KK2-17_first
533,1,MSP1Block23D7repeat,65535,12028,53507,2,7,20,2,KK2-17_first
533,1,MSP1Block2Wellcomerepeat,65535,12524,53011,2,8,20,2,KK2-17_first
533,1,Surfin4.2K1A,65535,11265,54270,2,1,21,3,KK2-17_first
533,1,Surfin4.23D7A,65535,11281,54254,2,2,21,3,KK2-17_first
533,1,MSPDBL2N-terminal,65535,11938,53597,2,3,21,3,KK2-17_first
533,1,MSP1Block2R033,65535,12140,53395,2,4,21,3,KK2-17_first
533,1,MSPDBL2C-terminal,65535,11902,53633,2,5,21,3,KK2-17_first
533,1,Surfin4.23D7B,22407,11886,10521,2,6,21,3,KK2-17_first
533,1,MSP1Block23D7repeat,65535,13446,52089,2,7,21,3,KK2-17_first
533,1,MSP1Block2Wellcomerepeat,65535,13730,51805,2,8,21,3,KK2-17_first
533,1,Buffer,10736,10159,577,2,1,22,10,KK2-17_first
533,1,Buffer,11162,10354,808,2,2,22,11,KK2-17_first
