Block,Column,Row,Name,ID,F635 Median,B635,B635 Median,SNR 635,F635 Median - B635,global_BGMedian,minimum_BGMedian,sample,sampleID,sample_array_ID
31,7,3,RAMA,1H1,23211,1125,1125,0.991,22086,897,770,16,S_g16,16
31,8,3,ASP,1D3,43389,1085,1085,1.974,42304,897,770,16,S_g16,16
31,1,4,PFD1130W,1F2,9410,2715,2715,0.349,6695,897,770,16,S_g16,16
31,2,4,EBA140,1B4,1184,1530,1530,-0.287,-346,897,770,16,S_g16,16
31,3,4,MSRP2,1H4,65535,1460,1460,5.78,64075,897,770,16,S_g16,16
31,4,4,MSRP5,1D6,3562,1204,1204,0.128,2358,897,770,16,S_g16,16
31,5,4,P34,1F6,2672,1087,1087,-0.092,1585,897,770,16,S_g16,16
31,6,4,MSP8,1B2,21523,1140,1140,1.428,20383,897,770,16,S_g16,16
31,7,4,P12,1H2,7251,1060,1060,0.41,6191,897,770,16,S_g16,16
31,8,4,MSP6,1D4,9157,1098,1098,0.625,8059,897,770,16,S_g16,16
31,1,5,PFD1130W,1F2,6551,2144,2144,6.473,4407,897,770,16,S_g16,16
31,2,5,EBA140,1B4,2076,1516,1516,0.044,560,897,770,16,S_g16,16
31,3,5,MSRP2,1H4,65535,1846,1846,3.58,63689,897,770,16,S_g16,16
31,4,5,MSRP5,1D6,4596,1221,1221,0.335,3375,897,770,16,S_g16,16
31,5,5,P34,1F6,4783,1038,1038,1.862,3745,897,770,16,S_g16,16
31,6,5,MSP8,1B2,24249,1142,1142,4.281,23107,897,770,16,S_g16,16
31,7,5,P12,1H2,7363,1011,1011,1.152,6352,897,770,16,S_g16,16
31,8,5,MSP6,1D4,8754,1118,1118,1.12,7636,897,770,16,S_g16,16
31,1,6,PFD1130W,1F2,7484,1807,1807,1.606,5677,897,770,16,S_g16,16
31,2,6,EBA140,1B4,1637,1567,1567,-0.22,70,897,770,16,S_g16,16
31,3,6,MSRP2,1H4,65535,2084,2084,3.183,63451,897,770,16,S_g16,16
31,4,6,MSRP5,1D6,5328,1216,1216,0.273,4112,897,770,16,S_g16,16
31,5,6,P34,1F6,4653,1029,1029,1.647,3624,897,770,16,S_g16,16
31,6,6,MSP8,1B2,22629,1036,1036,3.115,21593,897,770,16,S_g16,16
31,7,6,P12,1H2,7997,970,970,1.275,7027,897,770,16,S_g16,16
31,8,6,MSP6,1D4,11531,1121,1121,1.555,10410,897,770,16,S_g16,16
31,1,7,PF1400044,1N1,8582,1389,1389,1.796,7193,897,770,16,S_g16,16
31,2,7,MSP1,1J3,14604,1343,1343,2.558,13261,897,770,16,S_g16,16
31,3,7,RON6,1P3,6655,1430,1430,0.417,5225,897,770,16,S_g16,16
31,4,7,MSP9,1L5,11373,1124,1124,2.84,10249,897,770,16,S_g16,16
31,5,7,PTEX150,1N5,49293,1079,1079,6.75,48214,897,770,16,S_g16,16
31,6,7,SERA7,1J1,7966,1034,1034,1.233,6932,897,770,16,S_g16,16
31,7,7,MSP2,1P1,65535,1000,1000,4.279,64535,897,770,16,S_g16,16
31,8,7,SERA3,1L3,15180,1113,1113,1.16,14067,897,770,16,S_g16,16
31,1,8,PF1400044,1N1,7819,1040,1040,2.957,6779,897,770,16,S_g16,16
31,2,8,MSP1,1J3,12905,1139,1139,2.463,11766,897,770,16,S_g16,16
31,3,8,RON6,1P3,8360,1181,1181,3.732,7179,897,770,16,S_g16,16
31,4,8,MSP9,1L5,10612,1068,1068,6.716,9544,897,770,16,S_g16,16
31,5,8,PTEX150,1N5,47119,1111,1111,4.388,46008,897,770,16,S_g16,16
31,6,8,SERA7,1J1,9689,1075,1075,1.439,8614,897,770,16,S_g16,16
31,7,8,MSP2,1P1,65535,1037,1037,3.708,64498,897,770,16,S_g16,16
31,8,8,SERA3,1L3,14544,1051,1051,1.237,13493,897,770,16,S_g16,16
31,1,9,PF1400044,1N1,10424,924,924,4.582,9500,897,770,16,S_g16,16
31,2,9,MSP1,1J3,14557,1025,1025,2.945,13532,897,770,16,S_g16,16
31,3,9,RON6,1P3,7267,1078,1078,2.506,6189,897,770,16,S_g16,16
31,4,9,MSP9,1L5,8922,1136,1136,4.043,7786,897,770,16,S_g16,16
31,5,9,PTEX150,1N5,57753,1186,1186,3.644,56567,897,770,16,S_g16,16
31,6,9,SERA7,1J1,11511,1060,1060,2.049,10451,897,770,16,S_g16,16
31,7,9,MSP2,1P1,65535,1042,1042,3.582,64493,897,770,16,S_g16,16
31,8,9,SERA3,1L3,18771,941,941,1.613,17830,897,770,16,S_g16,16
31,1,10,P41,1N2,26297,971,971,6.641,25326,897,770,16,S_g16,16
31,2,10,RON3,1J4,7507,946,946,1.526,6561,897,770,16,S_g16,16
31,3,10,PF92,1P4,11085,1074,1074,3.777,10011,897,770,16,S_g16,16
31,4,10,MSRP1,1L6,65535,1632,1632,5.536,63903,897,770,16,S_g16,16
31,5,10,EBA175,1N6,13214,1357,1357,0.841,11857,897,770,16,S_g16,16
31,6,10,TLP,1J2,17775,1048,1048,4.673,16727,897,770,16,S_g16,16
31,7,10,PF3D7_0606800,1P2,3540,996,996,0.767,2544,897,770,16,S_g16,16
31,8,10,PFA0135W,1L4,3529,838,838,0.68,2691,897,770,16,S_g16,16
31,1,11,P41,1N2,29173,1050,1050,5.329,28123,897,770,16,S_g16,16
31,2,11,RON3,1J4,7453,939,939,1.87,6514,897,770,16,S_g16,16
31,3,11,PF92,1P4,13598,1204,1204,3.064,12394,897,770,16,S_g16,16
31,4,11,MSRP1,1L6,65535,2040,2040,3.548,63495,897,770,16,S_g16,16
31,5,11,EBA175,1N6,15316,1343,1343,1.409,13973,897,770,16,S_g16,16
31,6,11,TLP,1J2,18919,1000,1000,7.33,17919,897,770,16,S_g16,16
31,7,11,PF3D7_0606800,1P2,3104,915,915,3.335,2189,897,770,16,S_g16,16
31,8,11,PFA0135W,1L4,4009,819,819,1.679,3190,897,770,16,S_g16,16
31,1,12,P41,1N2,30504,1047,1047,6.795,29457,897,770,16,S_g16,16
31,2,12,RON3,1J4,8748,914,914,3.179,7834,897,770,16,S_g16,16
31,3,12,PF92,1P4,15253,1328,1328,6.495,13925,897,770,16,S_g16,16
31,4,12,MSRP1,1L6,65535,1970,1970,3.812,63565,897,770,16,S_g16,16
31,5,12,EBA175,1N6,12505,1138,1138,1.177,11367,897,770,16,S_g16,16
31,6,12,TLP,1J2,18487,920,920,8.375,17567,897,770,16,S_g16,16
31,7,12,PF3D7_0606800,1P2,2084,857,857,0.968,1227,897,770,16,S_g16,16
31,8,12,PFA0135W,1L4,3974,824,824,0.938,3150,897,770,16,S_g16,16
31,1,13,PF3D7_0525800(IMC1g),1F7,10619,928,928,3.74,9691,897,770,16,S_g16,16
31,2,13,PF3D7_1460600(ISP3),1B9,6855,881,881,5.88,5974,897,770,16,S_g16,16
31,3,13,PF3D7_1455300,1H9,6881,1258,1258,7.717,5623,897,770,16,S_g16,16
31,4,13,PF3D7_1025300,1D11,1655,1512,1512,-0.211,143,897,770,16,S_g16,16
31,5,13,PF3D7_0925900,1F11,3807,959,959,3.321,2848,897,770,16,S_g16,16
31,6,13,PF3D7_0831400,1B7,7714,848,848,3.007,6866,897,770,16,S_g16,16
31,7,13,PF3D7_0730800.2,1H7,65535,847,847,6.148,64688,897,770,16,S_g16,16
31,8,13,PF3D7_1407800(PM4),1D9,914,821,821,-0.125,93,897,770,16,S_g16,16
31,1,14,PF3D7_0525800(IMC1g),1F7,10837,893,893,6.59,9944,897,770,16,S_g16,16
31,2,14,PF3D7_1460600(ISP3),1B9,8719,870,870,10.176,7849,897,770,16,S_g16,16
31,3,14,PF3D7_1455300,1H9,6543,1108,1108,7.205,5435,897,770,16,S_g16,16
31,4,14,PF3D7_1025300,1D11,1081,1126,1126,-0.089,-45,897,770,16,S_g16,16
31,5,14,PF3D7_0925900,1F11,4215,869,869,3.335,3346,897,770,16,S_g16,16
31,6,14,PF3D7_0831400,1B7,7867,846,846,3.158,7021,897,770,16,S_g16,16
31,7,14,PF3D7_0730800.2,1H7,65535,920,920,4.447,64615,897,770,16,S_g16,16
31,8,14,PF3D7_1407800(PM4),1D9,943,821,821,-0.097,122,897,770,16,S_g16,16
31,1,15,PF3D7_0525800(IMC1g),1F7,10868,862,862,14.83,10006,897,770,16,S_g16,16
31,2,15,PF3D7_1460600(ISP3),1B9,9166,865,865,4.257,8301,897,770,16,S_g16,16
31,3,15,PF3D7_1455300,1H9,7559,946,946,4.255,6613,897,770,16,S_g16,16
31,4,15,PF3D7_1025300,1D11,870,907,907,-0.14,-37,897,770,16,S_g16,16
31,5,15,PF3D7_0925900,1F11,4604,838,838,5.701,3766,897,770,16,S_g16,16
31,6,15,PF3D7_0831400,1B7,9068,893,893,4.438,8175,897,770,16,S_g16,16
31,7,15,PF3D7_0730800.2,1H7,62003,1003,1003,3.395,61000,897,770,16,S_g16,16
31,8,15,PF3D7_1407800(PM4),1D9,977,832,832,-0.141,145,897,770,16,S_g16,16
31,1,16,PF3D7_0629500_SEG2,1F8,33909,873,873,13.518,33036,897,770,16,S_g16,16
31,2,16,PF3D7_1345100,1B10,7799,866,866,2.85,6933,897,770,16,S_g16,16
31,3,16,PF3D7_0206200,1H10,10287,892,892,1.506,9395,897,770,16,S_g16,16
31,4,16,PF3D7_1105800,1D12,6746,875,875,1.248,5871,897,770,16,S_g16,16
31,5,16,PTRAMP,1F12,10910,850,850,6.314,10060,897,770,16,S_g16,16
31,6,16,EBA181,1B8,3439,957,957,2.45,2482,897,770,16,S_g16,16
31,7,16,CD4TAG,1H8,3671,1038,1038,0.154,2633,897,770,16,S_g16,16
31,8,16,SERA2,1D10,9315,828,828,3.72,8487,897,770,16,S_g16,16
31,1,17,PF3D7_0629500_SEG2,1F8,33533,903,903,9.719,32630,897,770,16,S_g16,16
31,2,17,PF3D7_1345100,1B10,9281,881,881,2.217,8400,897,770,16,S_g16,16
31,3,17,PF3D7_0206200,1H10,12365,902,902,1.809,11463,897,770,16,S_g16,16
31,4,17,PF3D7_1105800,1D12,6905,883,883,1.802,6022,897,770,16,S_g16,16
31,5,17,PTRAMP,1F12,10938,854,854,9.056,10084,897,770,16,S_g16,16
31,6,17,EBA181,1B8,3025,900,900,4.634,2125,897,770,16,S_g16,16
31,7,17,CD4TAG,1H8,3598,920,920,1.498,2678,897,770,16,S_g16,16
31,8,17,SERA2,1D10,6074,815,815,3.215,5259,897,770,16,S_g16,16
31,1,18,PF3D7_0629500_SEG2,1F8,25473,934,934,7.865,24539,897,770,16,S_g16,16
31,2,18,PF3D7_1345100,1B10,7971,910,910,3.24,7061,897,770,16,S_g16,16
31,3,18,PF3D7_0206200,1H10,11307,922,922,7.417,10385,897,770,16,S_g16,16
31,4,18,PF3D7_1105800,1D12,5680,875,875,5.322,4805,897,770,16,S_g16,16
31,5,18,PTRAMP,1F12,10620,831,831,4.061,9789,897,770,16,S_g16,16
31,6,18,EBA181,1B8,4117,841,841,1.99,3276,897,770,16,S_g16,16
31,7,18,CD4TAG,1H8,3881,830,830,2.803,3051,897,770,16,S_g16,16
31,8,18,SERA2,1D10,6782,808,808,3.848,5974,897,770,16,S_g16,16
31,1,19,MSP1Block2K1flank,1N7,26061,979,979,6.632,25082,897,770,16,S_g16,16
31,2,19,MSP1Block2Wellcomefull,1J9,27949,990,990,6.865,26959,897,770,16,S_g16,16
31,3,19,MSP1Block2MAD20full,1P9,15863,959,959,4.869,14904,897,770,16,S_g16,16
31,4,19,MSP3K1,1L11,1479,859,859,1.827,620,897,770,16,S_g16,16
31,5,19,MSPDBLC-terminal,1N11,19803,815,815,5.407,18988,897,770,16,S_g16,16
31,6,19,Surfin4.2K1,1J7,9444,820,820,3.485,8624,897,770,16,S_g16,16
31,7,19,MSPDBLN-terminal,1P7,3143,798,798,1.164,2345,897,770,16,S_g16,16
31,8,19,Surfin4.2Conserved,1L9,12490,814,814,4.296,11676,897,770,16,S_g16,16
31,1,20,MSP1Block2K1flank,1N7,27436,1069,1069,10.215,26367,897,770,16,S_g16,16
31,2,20,MSP1Block2Wellcomefull,1J9,24985,1123,1123,5.752,23862,897,770,16,S_g16,16
31,3,20,MSP1Block2MAD20full,1P9,19661,1041,1041,5.505,18620,897,770,16,S_g16,16
31,4,20,MSP3K1,1L11,2129,900,900,6.045,1229,897,770,16,S_g16,16
31,5,20,MSPDBLC-terminal,1N11,15178,872,872,4.992,14306,897,770,16,S_g16,16
31,6,20,Surfin4.2K1,1J7,10549,847,847,4,9702,897,770,16,S_g16,16
31,7,20,MSPDBLN-terminal,1P7,4795,794,794,2.329,4001,897,770,16,S_g16,16
31,8,20,Surfin4.2Conserved,1L9,8221,805,805,2.56,7416,897,770,16,S_g16,16
31,1,21,MSP1Block2K1flank,1N7,28705,1378,1378,6.368,27327,897,770,16,S_g16,16
31,2,21,MSP1Block2Wellcomefull,1J9,32561,1365,1365,3.627,31196,897,770,16,S_g16,16
31,3,21,MSP1Block2MAD20full,1P9,18921,1137,1137,7.921,17784,897,770,16,S_g16,16
31,4,21,MSP3K1,1L11,1768,950,950,5.389,818,897,770,16,S_g16,16
31,5,21,MSPDBLC-terminal,1N11,13327,935,935,3.807,12392,897,770,16,S_g16,16
31,6,21,Surfin4.2K1,1J7,2716,888,888,1.755,1828,897,770,16,S_g16,16
31,7,21,MSPDBLN-terminal,1P7,5583,822,822,1.215,4761,897,770,16,S_g16,16
31,8,21,Surfin4.2Conserved,1L9,14460,845,845,2.548,13615,897,770,16,S_g16,16
31,1,22,Landmark,1N8,65535,4012,4012,3.461,61523,897,770,16,S_g16,16
31,2,22,PfD1160W18,1J10,11828,2122,2122,0.975,9706,897,770,16,S_g16,16
31,3,22,PfD1160W19,1P10,6048,1250,1250,0.239,4798,897,770,16,S_g16,16
31,4,22,MSP2CH15019DBL2,1L12,65535,1050,1050,20.965,64485,897,770,16,S_g16,16
31,5,22,GST,1N12,4398,1004,1004,0.853,3394,897,770,16,S_g16,16
31,6,22,Buffer,1J8,939,894,894,-0.154,45,897,770,16,S_g16,16
31,7,22,Buffer,1P8,3057,819,819,0.74,2238,897,770,16,S_g16,16
31,8,22,Buffer,1L10,939,823,823,-0.105,116,897,770,16,S_g16,16
31,1,23,Landmark,1N8,65535,10847,10847,2.579,54688,897,770,16,S_g16,16
31,2,23,PfD1160W18,1J10,36696,3152,3152,1.122,33544,897,770,16,S_g16,16
31,3,23,PfD1160W19,1P10,12771,1319,1319,0.386,11452,897,770,16,S_g16,16
31,4,23,MSP2CH15019DBL2,1L12,45406,1213,1213,5.43,44193,897,770,16,S_g16,16
31,5,23,GST,1N12,2989,1111,1111,0.415,1878,897,770,16,S_g16,16
31,6,23,Buffer,1J8,995,1007,1007,-0.253,-12,897,770,16,S_g16,16
31,7,23,Buffer,1P8,1371,830,830,0.054,541,897,770,16,S_g16,16
31,8,23,Buffer,1L10,827,777,777,0.045,50,897,770,16,S_g16,16
31,1,24,Landmark,1N8,65535,10454,10454,2.024,55081,897,770,16,S_g16,16
31,2,24,PfD1160W18,1J10,3759,2477,2477,0.562,1282,897,770,16,S_g16,16
31,3,24,PfD1160W19,1P10,12716,1297,1297,0.542,11419,897,770,16,S_g16,16
31,4,24,MSP2CH15019DBL2,1L12,14306,1264,1264,4.371,13042,897,770,16,S_g16,16
31,5,24,GST,1N12,1512,1087,1087,0.151,425,897,770,16,S_g16,16
31,6,24,Buffer,1J8,1262,1026,1026,-0.192,236,897,770,16,S_g16,16
31,7,24,Buffer,1P8,2095,867,867,0.147,1228,897,770,16,S_g16,16
31,8,24,Buffer,1L10,823,770,770,-0.033,53,897,770,16,S_g16,16
32,1,1,SERA5,1.00E+01,12050,1019,1019,1.052,11031,897,699,16,S_g16,16
32,2,1,MSP11,1A3,50106,1066,1066,9.088,49040,897,699,16,S_g16,16
32,3,1,RIPR,1G3,1073,945,945,-0.077,128,897,699,16,S_g16,16
32,4,1,SPATR,1C5,21103,969,969,6.412,20134,897,699,16,S_g16,16
32,5,1,MSP3,1.00E+05,32191,1069,1069,8.77,31122,897,699,16,S_g16,16
32,6,1,PF3D7_1136200,1A1,8822,1070,1070,3.494,7752,897,699,16,S_g16,16
32,7,1,PFSEA,1G1,65535,1417,1417,5.62,64118,897,699,16,S_g16,16
32,8,1,Landmark,1C3,65535,4537,4537,3.14,60998,897,699,16,S_g16,16
32,1,2,SERA5,1.00E+01,15025,1057,1057,1.463,13968,897,699,16,S_g16,16
32,2,2,MSP11,1A3,49954,1095,1095,7.011,48859,897,699,16,S_g16,16
32,3,2,RIPR,1G3,2686,908,908,0.776,1778,897,699,16,S_g16,16
32,4,2,SPATR,1C5,25767,959,959,4.875,24808,897,699,16,S_g16,16
32,5,2,MSP3,1.00E+05,36116,1070,1070,5.478,35046,897,699,16,S_g16,16
32,6,2,PF3D7_1136200,1A1,14963,1090,1090,3.648,13873,897,699,16,S_g16,16
32,7,2,PFSEA,1G1,65535,2303,2303,4.192,63232,897,699,16,S_g16,16
32,8,2,Landmark,1C3,65535,7695,7695,2.069,57840,897,699,16,S_g16,16
32,1,3,SERA5,1.00E+01,12400,1341,1341,1.113,11059,897,699,16,S_g16,16
32,2,3,MSP11,1A3,52391,1207,1207,7.553,51184,897,699,16,S_g16,16
32,3,3,RIPR,1G3,1401,969,969,-0.031,432,897,699,16,S_g16,16
32,4,3,SPATR,1C5,21104,1010,1010,4.123,20094,897,699,16,S_g16,16
32,5,3,MSP3,1.00E+05,33650,1190,1190,4.17,32460,897,699,16,S_g16,16
32,6,3,PF3D7_1136200,1A1,10264,1174,1174,2.324,9090,897,699,16,S_g16,16
32,7,3,PFSEA,1G1,65535,2237,2237,3.881,63298,897,699,16,S_g16,16
32,8,3,Landmark,1C3,65535,7338,7338,2.145,58197,897,699,16,S_g16,16
32,1,4,AMA1,1.00E+02,65535,1548,1548,5.912,63987,897,699,16,S_g16,16
32,2,4,SERA9,1A4,4476,1368,1368,0.399,3108,897,699,16,S_g16,16
32,3,4,MSP7,1G4,25603,969,969,6.214,24634,897,699,16,S_g16,16
32,4,4,PF10_0166,1C6,29003,1086,1086,4.039,27917,897,699,16,S_g16,16
32,5,4,MSP10,1.00E+06,65535,1393,1393,4.668,64142,897,699,16,S_g16,16
32,6,4,MSP5,1A2,29153,1277,1277,3.225,27876,897,699,16,S_g16,16
32,7,4,MTRAP,1G2,1305,1319,1319,-0.277,-14,897,699,16,S_g16,16
32,8,4,PF113,1C4,15984,2568,2568,0.536,13416,897,699,16,S_g16,16
32,1,5,AMA1,1.00E+02,65535,1611,1611,4.532,63924,897,699,16,S_g16,16
32,2,5,SERA9,1A4,9867,1120,1120,1.504,8747,897,699,16,S_g16,16
32,3,5,MSP7,1G4,21825,957,957,7.607,20868,897,699,16,S_g16,16
32,4,5,PF10_0166,1C6,33758,1133,1133,5.155,32625,897,699,16,S_g16,16
32,5,5,MSP10,1.00E+06,65535,1366,1366,5.025,64169,897,699,16,S_g16,16
32,6,5,MSP5,1A2,33417,1230,1230,5.921,32187,897,699,16,S_g16,16
32,7,5,MTRAP,1G2,15491,1055,1055,10.277,14436,897,699,16,S_g16,16
32,8,5,PF113,1C4,20832,1475,1475,5.724,19357,897,699,16,S_g16,16
32,1,6,AMA1,1.00E+02,65535,1407,1407,4.034,64128,897,699,16,S_g16,16
32,2,6,SERA9,1A4,4932,981,981,0.353,3951,897,699,16,S_g16,16
32,3,6,MSP7,1G4,28603,870,870,5.696,27733,897,699,16,S_g16,16
32,4,6,PF10_0166,1C6,31008,1040,1040,6.014,29968,897,699,16,S_g16,16
32,5,6,MSP10,1.00E+06,65535,1167,1167,5.381,64368,897,699,16,S_g16,16
32,6,6,MSP5,1A2,36916,1077,1077,5.954,35839,897,699,16,S_g16,16
32,7,6,MTRAP,1G2,2168,882,882,0.898,1286,897,699,16,S_g16,16
32,8,6,PF113,1C4,18226,1319,1319,3.294,16907,897,699,16,S_g16,16
32,1,7,H101,1M1,11094,1072,1072,0.822,10022,897,699,16,S_g16,16
32,2,7,PF3D7-1431400,1I3,10470,860,860,3.432,9610,897,699,16,S_g16,16
32,3,7,RHOPH3,1O3,2891,784,784,0.863,2107,897,699,16,S_g16,16
32,4,7,MSRP3,1K5,6664,808,808,2.833,5856,897,699,16,S_g16,16
32,5,7,PF13_0125,1M5,1416,868,868,-0.074,548,897,699,16,S_g16,16
32,6,7,RH5,1I1,3202,822,822,1.216,2380,897,699,16,S_g16,16
32,7,7,SERA4,1O1,6603,799,799,2.417,5804,897,699,16,S_g16,16
32,8,7,AARP,1K3,952,1261,1261,-0.202,-309,897,699,16,S_g16,16
32,1,8,H101,1M1,11223,906,906,3.551,10317,897,699,16,S_g16,16
32,2,8,PF3D7-1431400,1I3,11345,787,787,6.886,10558,897,699,16,S_g16,16
32,3,8,RHOPH3,1O3,6059,753,753,11.209,5306,897,699,16,S_g16,16
32,4,8,MSRP3,1K5,6111,750,750,11.091,5361,897,699,16,S_g16,16
32,5,8,PF13_0125,1M5,1192,742,742,0.339,450,897,699,16,S_g16,16
32,6,8,RH5,1I1,4717,729,729,2.306,3988,897,699,16,S_g16,16
32,7,8,SERA4,1O1,8084,777,777,5.129,7307,897,699,16,S_g16,16
32,8,8,AARP,1K3,1370,1225,1225,0.046,145,897,699,16,S_g16,16
32,1,9,H101,1M1,12395,827,827,2.755,11568,897,699,16,S_g16,16
32,2,9,PF3D7-1431400,1I3,10510,771,771,9.889,9739,897,699,16,S_g16,16
32,3,9,RHOPH3,1O3,4333,738,738,4.757,3595,897,699,16,S_g16,16
32,4,9,MSRP3,1K5,4673,718,718,7.168,3955,897,699,16,S_g16,16
32,5,9,PF13_0125,1M5,1526,699,699,12.975,827,897,699,16,S_g16,16
32,6,9,RH5,1I1,4210,699,699,50.467,3511,897,699,16,S_g16,16
32,7,9,SERA4,1O1,7141,772,772,3.897,6369,897,699,16,S_g16,16
32,8,9,AARP,1K3,960,1198,1198,-0.225,-238,897,699,16,S_g16,16
32,1,10,RH1,1M2,10196,803,803,8.975,9393,897,699,16,S_g16,16
32,2,10,MSP3.5,1I4,22616,785,785,23.864,21831,897,699,16,S_g16,16
32,3,10,PFA0210c,1O4,8015,747,747,17.609,7268,897,699,16,S_g16,16
32,4,10,P38,1K6,4412,716,716,8.293,3696,897,699,16,S_g16,16
32,5,10,CLAG3.2,1M6,5780,703,703,26.469,5077,897,699,16,S_g16,16
32,6,10,RH2b,1I2,3391,709,709,13.126,2682,897,699,16,S_g16,16
32,7,10,PFA0445W,1O2,12194,774,774,18.47,11420,897,699,16,S_g16,16
32,8,10,PF3D7_1343700(KELCH),1K4,1174,1134,1134,-0.107,40,897,699,16,S_g16,16
32,1,11,RH1,1M2,15436,810,810,5.367,14626,897,699,16,S_g16,16
32,2,11,MSP3.5,1I4,24933,798,798,111.669,24135,897,699,16,S_g16,16
32,3,11,PFA0210c,1O4,8054,753,753,18.747,7301,897,699,16,S_g16,16
32,4,11,P38,1K6,8265,717,717,11.296,7548,897,699,16,S_g16,16
32,5,11,CLAG3.2,1M6,6550,720,720,9.183,5830,897,699,16,S_g16,16
32,6,11,RH2b,1I2,4619,734,734,6.376,3885,897,699,16,S_g16,16
32,7,11,PFA0445W,1O2,14160,788,788,26.554,13372,897,699,16,S_g16,16
32,8,11,PF3D7_1343700(KELCH),1K4,1185,1116,1116,0.01,69,897,699,16,S_g16,16
32,1,12,RH1,1M2,13744,826,826,3.019,12918,897,699,16,S_g16,16
32,2,12,MSP3.5,1I4,23566,802,802,10.731,22764,897,699,16,S_g16,16
32,3,12,PFA0210c,1O4,7791,730,730,30.068,7061,897,699,16,S_g16,16
32,4,12,P38,1K6,6860,715,715,11.065,6145,897,699,16,S_g16,16
32,5,12,CLAG3.2,1M6,5290,733,733,7.382,4557,897,699,16,S_g16,16
32,6,12,RH2b,1I2,3970,750,750,5.622,3220,897,699,16,S_g16,16
32,7,12,PFA0445W,1O2,12221,802,802,20.393,11419,897,699,16,S_g16,16
32,8,12,PF3D7_1343700(KELCH),1K4,1195,1021,1021,0.067,174,897,699,16,S_g16,16
32,1,13,PF3D7_1401600(PHISTB),1.00E+07,20867,806,806,8.871,20061,897,699,16,S_g16,16
32,2,13,PF3D7-1137300,1A9,5027,776,776,2.709,4251,897,699,16,S_g16,16
32,3,13,PF3D7_0830500,1G9,3442,718,718,6.394,2724,897,699,16,S_g16,16
32,4,13,PF3D7_1462300,1C11,9001,727,727,13.939,8274,897,699,16,S_g16,16
32,5,13,PF3D7_1229300,1.00E+11,10909,760,760,24.637,10149,897,699,16,S_g16,16
32,6,13,PF3D7_1237900,1A7,767,747,747,0.004,20,897,699,16,S_g16,16
32,7,13,PF3D7_1252300,1G7,785,783,783,0.54,2,897,699,16,S_g16,16
32,8,13,PF3D7_0629500_SEG1,1C9,4545,964,964,2.367,3581,897,699,16,S_g16,16
32,1,14,PF3D7_1401600(PHISTB),1.00E+07,24445,792,792,20.959,23653,897,699,16,S_g16,16
32,2,14,PF3D7-1137300,1A9,8537,757,757,19.329,7780,897,699,16,S_g16,16
32,3,14,PF3D7_0830500,1G9,3091,716,716,7.657,2375,897,699,16,S_g16,16
32,4,14,PF3D7_1462300,1C11,9778,750,750,19.803,9028,897,699,16,S_g16,16
32,5,14,PF3D7_1229300,1.00E+11,8465,800,800,10.409,7665,897,699,16,S_g16,16
32,6,14,PF3D7_1237900,1A7,783,789,789,0.052,-6,897,699,16,S_g16,16
32,7,14,PF3D7_1252300,1G7,768,807,807,-0.187,-39,897,699,16,S_g16,16
32,8,14,PF3D7_0629500_SEG1,1C9,5801,959,959,16.047,4842,897,699,16,S_g16,16
32,1,15,PF3D7_1401600(PHISTB),1.00E+07,25617,793,793,14.498,24824,897,699,16,S_g16,16
32,2,15,PF3D7-1137300,1A9,6990,753,753,28.51,6237,897,699,16,S_g16,16
32,3,15,PF3D7_0830500,1G9,4421,727,727,13.108,3694,897,699,16,S_g16,16
32,4,15,PF3D7_1462300,1C11,10268,783,783,45.949,9485,897,699,16,S_g16,16
32,5,15,PF3D7_1229300,1.00E+11,8038,880,880,9.986,7158,897,699,16,S_g16,16
32,6,15,PF3D7_1237900,1A7,960,938,938,-0.198,22,897,699,16,S_g16,16
32,7,15,PF3D7_1252300,1G7,889,906,906,-0.215,-17,897,699,16,S_g16,16
32,8,15,PF3D7_0629500_SEG1,1C9,5468,1002,1002,14.778,4466,897,699,16,S_g16,16
32,1,16,MSP1Block2PaloAltorepeat,1.00E+08,8653,789,789,4.066,7864,897,699,16,S_g16,16
32,2,16,MSP1Block23D7full,1A10,6632,763,763,15.964,5869,897,699,16,S_g16,16
32,3,16,MSP1Block2MAD20repeat,1G10,14513,773,773,32.475,13740,897,699,16,S_g16,16
32,4,16,MSP2CHO,1C12,65535,909,909,83.325,64626,897,699,16,S_g16,16
32,5,16,MBP,1.00E+12,16537,1180,1180,22.031,15357,897,699,16,S_g16,16
32,6,16,MSP2DD2,1A8,64879,1700,1700,48.053,63179,897,699,16,S_g16,16
32,7,16,MSP33D7,1G8,3138,1230,1230,1.784,1908,897,699,16,S_g16,16
32,8,16,MSP1Block17,1C10,38615,1170,1170,40.652,37445,897,699,16,S_g16,16
32,1,17,MSP1Block2PaloAltorepeat,1.00E+08,9444,791,791,3.048,8653,897,699,16,S_g16,16
32,2,17,MSP1Block23D7full,1A10,14921,774,774,17.869,14147,897,699,16,S_g16,16
32,3,17,MSP1Block2MAD20repeat,1G10,12221,829,829,35.976,11392,897,699,16,S_g16,16
32,4,17,MSP2CHO,1C12,65535,1061,1061,80.167,64474,897,699,16,S_g16,16
32,5,17,MBP,1.00E+12,27770,1544,1544,45.426,26226,897,699,16,S_g16,16
32,6,17,MSP2DD2,1A8,65535,2241,2241,32.797,63294,897,699,16,S_g16,16
32,7,17,MSP33D7,1G8,4241,1509,1509,1.827,2732,897,699,16,S_g16,16
